Tanggal,Tavg,RH_avg,RR,ss
27-12-2023,25.9,78,25.3,5.5
28-12-2023,25.4,86,29.3,4.5
29-12-2023,27.1,79,27.5,5.4
30-12-2023,26.1,82,1.4,8.7
31-12-2023,26.6,81,34,4
01-01-2024,27.1,78,8.6,6.4
02-01-2024,27.1,77,0,6.1
03-01-2024,26.4,79,0,6.5
04-01-2024,26.1,77,-,4.6
05-01-2024,25.2,83,0,5.1
06-01-2024,25.1,84,7.8,4.8
07-01-2024,25,84,6.3,0.9
08-01-2024,25.6,82,5.9,1.8
09-01-2024,25.9,81,0,2.6
10-01-2024,26.4,77,2.6,6
11-01-2024,27.4,71,0,6.5
12-01-2024,25.8,75,0,8.6
13-01-2024,26.4,74,-,8.4
14-01-2024,26.8,71,0,9.9
15-01-2024,25.9,80,0,6.6
16-01-2024,26.6,76,19,5.3
17-01-2024,24.9,88,0,5.3
18-01-2024,25.1,86,5.7,2.3
19-01-2024,24.3,87,12.4,1.8
20-01-2024,26.3,74,6.3,1.2
21-01-2024,26,77,0,8.6
22-01-2024,25.6,78,3.1,6.2
23-01-2024,26,76,5.4,5.3
24-01-2024,25.1,78,8888,1.2
25-01-2024,25.3,81,8888,2.6
26-01-2024,24.5,86,10.5,5.6
27-01-2024,25.3,84,20.3,4.6
28-01-2024,24.7,85,5,5.2
29-01-2024,25.2,84,1.9,4.1
30-01-2024,24.3,88,16.6,3.4
31-01-2024,24.7,85,54.4,4
01-02-2024,24.5,86,4.4,4.5
02-02-2024,24.8,86,40.1,3.7
03-02-2024,24.3,90,14.6,3.6
04-02-2024,26.2,78,3,0.2
05-02-2024,25,84,16.9,3.8
06-02-2024,25,83,5,4.2
07-02-2024,25.6,79,1.1,3.7
08-02-2024,25.3,79,-,1.2
09-02-2024,25.6,82,0.8,3.8
10-02-2024,24.1,90,17.5,6.4
11-02-2024,25,85,7.1,0
12-02-2024,25,82,1.5,4
13-02-2024,27,76,1.4,6.4
14-02-2024,27.2,79,0.2,5.2
15-02-2024,26.8,77,0,4.8
16-02-2024,26.7,78,-,5.8
17-02-2024,25.2,84,15.5,8.7
18-02-2024,25,83,26.7,6
19-02-2024,27.1,76,92.9,5.5
20-02-2024,25.8,80,8888,8
21-02-2024,26.2,78,14.3,5.3
22-02-2024,25.8,81,0.4,6.5
23-02-2024,26.6,80,-,5.7
24-02-2024,25.7,83,3,5.7
25-02-2024,25.8,80,9.2,2.9
26-02-2024,24.6,82,8.2,5.7
27-02-2024,25.3,84,34.1,5.7
28-02-2024,25.7,84,47,5.3
29-02-2024,26.4,79,0,3.2
01-03-2024,25.9,82,0.3,3.8
02-03-2024,26.3,82,0.4,3.9
03-03-2024,25.2,86,0.2,4.8
04-03-2024,24.8,88,10,3.6
05-03-2024,25.7,85,37.2,3.6
06-03-2024,26.5,82,57.7,5.4
07-03-2024,26.3,86,0.6,5.3
08-03-2024,25.4,87,2.9,2.1
09-03-2024,24.8,88,10.3,4.2
10-03-2024,23.7,86,47.5,0
11-03-2024,25.8,80,0.3,0
12-03-2024,26.3,72,0.3,0
13-03-2024,25.6,76,0.1,1.2
14-03-2024,25.5,78,0.8,1.1
15-03-2024,26.7,73,9.2,2.3
16-03-2024,26,79,8,6.8
17-03-2024,26.7,75,0.4,5.9
18-03-2024,27.2,68,0.2,6.8
19-03-2024,27,72,-,6
20-03-2024,27.2,70,0,8.5
21-03-2024,25.6,79,1,10.2
22-03-2024,25.5,83,3.6,3.7
23-03-2024,27.1,73,0.9,3.9
24-03-2024,26.1,78,8888,8.5
25-03-2024,26.4,75,21.5,6.3
26-03-2024,24.9,81,0,5.4
27-03-2024,26.2,74,8.3,4
28-03-2024,25.1,83,0.1,5.5
29-03-2024,25.6,82,3.1,4.9
30-03-2024,26.9,78,35.1,5.2
31-03-2024,26.6,80,15.8,9.3
01-04-2024,25,87,18.4,6.2
02-04-2024,25,88,78,2.5
03-04-2024,27.1,75,34,3.1
04-04-2024,27.3,74,0,6.7
05-04-2024,26.9,77,0,8.2
06-04-2024,27.4,72,8888,5.2
07-04-2024,26.6,76,-,7.3
08-04-2024,26.6,79,0.6,8
09-04-2024,24.9,87,88.6,5.4
10-04-2024,25.7,82,10.5,0.2
11-04-2024,24.8,86,0.4,5.2
12-04-2024,26.5,79,34.8,0.4
13-04-2024,27.1,75,0.8,-
14-04-2024,26.7,78,0,9
15-04-2024,27.3,76,0,7.9
16-04-2024,26.9,75,0,9.4
17-04-2024,24.7,88,0.2,6.8
18-04-2024,25.5,81,7.5,-
19-04-2024,26.8,77,0,5
20-04-2024,26.7,77,0,8
21-04-2024,25.9,83,2.8,7.8
22-04-2024,26.3,80,1.5,3.8
23-04-2024,26.1,84,-,4.4
24-04-2024,26.2,83,20.8,3.8
25-04-2024,25.6,83,-,3.4
26-04-2024,27,75,1.2,1.5
27-04-2024,27.6,68,0,7.9
28-04-2024,27.6,74,0,9.8
29-04-2024,27.3,76,-,8.2
30-04-2024,26.7,76,0,6.4
01-05-2024,27,76,0,7.2
02-05-2024,26.4,76,0,9.5
03-05-2024,26.4,75,0,4.8
04-05-2024,26,70,0,7.5
05-05-2024,26.1,63,0,9.9
06-05-2024,25.9,67,0,10.1
07-05-2024,26.3,72,-,10.6
08-05-2024,26,76,0,8.2
09-05-2024,26.1,75,0,7.2
10-05-2024,27.2,68,0,4.5
11-05-2024,26.8,75,-,9.6
12-05-2024,27.3,71,0,8.2
13-05-2024,26.4,71,0,8.7
14-05-2024,26.4,74,0,7.7
15-05-2024,26.4,67,0,7.3
16-05-2024,26.8,69,-,9
17-05-2024,26.7,72,0,8.9
18-05-2024,26.3,74,0,7.4
19-05-2024,25.5,74,2.5,8.2
20-05-2024,25.8,74,0,8.6
21-05-2024,26.2,73,0,5.1
22-05-2024,26.5,71,0,5.4
23-05-2024,26.2,72,0,7.4
24-05-2024,26.3,75,0,4
25-05-2024,26,78,0,6.2
26-05-2024,25.8,75,0,4.2
27-05-2024,26.6,72,0,5.5
28-05-2024,26.8,66,0,7.3
29-05-2024,27.2,70,0,7.6
30-05-2024,26.8,71,0,10
31-05-2024,26.7,74,0,7.2
01-06-2024,26.7,78,0,8.1
02-06-2024,27.1,74,21.4,6.6
03-06-2024,25.4,76,0,5.7
04-06-2024,25.7,72,0,4.5
05-06-2024,25.7,73,0,5.6
06-06-2024,25.3,75,0,7.9
07-06-2024,24.7,81,0,6
08-06-2024,25.8,78,0,5.6
09-06-2024,25.1,82,0.3,4.9
10-06-2024,26,78,-,2.7
11-06-2024,26.4,75,0,7.3
12-06-2024,26.1,71,-,6.8
13-06-2024,25,82,-,8
14-06-2024,25.6,81,0,4.1
15-06-2024,25.8,76,2.2,6.4
16-06-2024,25.9,71,0,6.6
17-06-2024,25.8,72,0,8.2
18-06-2024,25.7,67,0,8.2
19-06-2024,24.5,66,0,9.4
20-06-2024,25.3,66,0,9.9
21-06-2024,24.6,66,0,10.2
22-06-2024,24.6,71,0,10
23-06-2024,24.5,75,0,9.5
24-06-2024,24.2,77,0,3.9
25-06-2024,24.5,75,0,2.6
26-06-2024,26,69,-,2.1
27-06-2024,26.5,70,0,7.4
28-06-2024,26.5,74,0,7.8
29-06-2024,25.7,74,0,6.6
30-06-2024,26.1,68,1.6,5
01-07-2024,25.6,72,0,7.6
02-07-2024,25,79,0,7
03-07-2024,25.6,75,1.8,5.4
04-07-2024,23.9,87,8888,1.5
05-07-2024,25.3,73,-,1.5
06-07-2024,25.3,72,0,10.4
07-07-2024,25.6,72,0,7.3
08-07-2024,-,0,-,-
09-07-2024,25.2,63,0,8
10-07-2024,23.3,75,0,8
11-07-2024,22.3,73,0,7.9
12-07-2024,22.8,68,0,8
13-07-2024,20.9,72,0,8
14-07-2024,21.2,69,0,8
15-07-2024,21.4,71,0,8
16-07-2024,22.7,72,0,8
17-07-2024,21.9,70,0,8
18-07-2024,22.5,72,0,8
19-07-2024,22.8,66,0,8
20-07-2024,22.1,69,0,8
21-07-2024,22.7,73,0,8
22-07-2024,23.2,70,0,8
23-07-2024,23.3,73,0,6.5
24-07-2024,23.9,67,0,7.8
25-07-2024,22.8,72,0,7.3
26-07-2024,22.9,67,0,7.4
27-07-2024,23.6,80,0,8
28-07-2024,23.7,79,0,7.6
29-07-2024,23.9,73,0,5.9
30-07-2024,23.8,83,1.6,6.7
31-07-2024,24,84,0.2,6.3
01-08-2024,23.8,85,53.9,4.5
02-08-2024,24.1,88,10.1,1.5
03-08-2024,23.4,81,4.4,6.8
04-08-2024,24,75,0,7
05-08-2024,23.6,65,0,8
06-08-2024,22.9,71,0,8
07-08-2024,24.4,79,0,8
08-08-2024,23.1,88,5.1,4.7
09-08-2024,23.9,77,0,2.1
10-08-2024,23.3,78,0,6.7
11-08-2024,22,66,0,8
12-08-2024,21.9,63,0,8
13-08-2024,22.7,72,0,8
14-08-2024,23.2,70,0,8
15-08-2024,21.9,73,0,8
16-08-2024,22.6,70,0,8
17-08-2024,22.7,80,0,8
18-08-2024,22.6,80,0,7.8
19-08-2024,22.7,73,0,8
20-08-2024,23.2,69,0,8
21-08-2024,23.7,71,0,8
22-08-2024,23.5,63,0,8
23-08-2024,23.3,75,0,8
24-08-2024,23.6,75,0,8
25-08-2024,23.2,76,0,8
26-08-2024,24.3,75,0,7.5
27-08-2024,22.8,74,0,8
28-08-2024,24.2,63,0,8
29-08-2024,24.5,69,0,7.9
30-08-2024,24,62,0,8
31-08-2024,23.6,71,0,8
01-09-2024,23.9,78,0,8
02-09-2024,24.8,73,0,4.2
03-09-2024,23.4,75,0,8
04-09-2024,24.6,78,0,8
05-09-2024,25.4,70,8888,8
06-09-2024,24.5,70,0,8
07-09-2024,24.4,72,0,8
08-09-2024,25,80,0,7.8
09-09-2024,24.4,82,5.2,5.5
10-09-2024,24.4,81,2,2.9
11-09-2024,24.7,79,0,6.7
12-09-2024,24.1,73,8888,6.8
13-09-2024,24.2,64,0,8
14-09-2024,24.5,64,0,8
15-09-2024,24,63,0,7.7
16-09-2024,24,71,0,8
17-09-2024,24.5,60,0,8
18-09-2024,23.7,62,0,8
19-09-2024,23.9,64,0,8
20-09-2024,24.6,63,8888,8
21-09-2024,25.2,67,0,8
22-09-2024,26,68,0,8
23-09-2024,25.2,74,0,5.9
24-09-2024,24.6,81,0,3.7
25-09-2024,24.5,78,27.4,3.3
26-09-2024,24.4,83,4.8,5.8
27-09-2024,25.3,79,0,4.2
28-09-2024,25.3,75,5,6.7
29-09-2024,25.7,75,0,8
30-09-2024,25.5,75,0,8
01-10-2024,25.3,78,3.6,8
02-10-2024,25.8,69,8888,6.1
03-10-2024,24.5,73,0,8
04-10-2024,25.8,74,0.2,5
05-10-2024,25.8,71,0,6.7
06-10-2024,26.3,66,0,8
07-10-2024,25.2,75,0,8
08-10-2024,26.1,75,15.8,6.8
09-10-2024,25.8,71,8888,6.9
10-10-2024,25.6,72,0,8
11-10-2024,26.3,67,0,8
12-10-2024,27.2,61,0,8
13-10-2024,27,67,0,8
14-10-2024,26.8,68,0,8
15-10-2024,25.8,58,0.7,7
16-10-2024,25.2,53,0,6.7
17-10-2024,25.4,55,0,8
18-10-2024,24.6,68,0,8
19-10-2024,25.5,76,0,5.9
20-10-2024,23.9,82,0,6.1
21-10-2024,23.9,83,105.4,2.8
22-10-2024,25.7,75,2.5,3.8
23-10-2024,24.3,85,1.3,8
24-10-2024,25.1,81,0,5.4
25-10-2024,25.5,78,48,6.5
26-10-2024,25.4,77,0.4,8
27-10-2024,25.1,81,0,8
28-10-2024,26.2,74,8888,8
29-10-2024,26.4,75,0.4,7.8
30-10-2024,25.5,76,0.8,8
31-10-2024,26.1,78,0,8
01-11-2024,26,80,0,4.5
02-11-2024,25.9,79,2.6,4.4
03-11-2024,24.5,75,0.4,7.1
04-11-2024,25,76,0,5.3
05-11-2024,26.6,65,0,6.3
06-11-2024,26.7,63,0.8,8
07-11-2024,26.3,71,0,8
08-11-2024,25.8,73,0,8
09-11-2024,25.6,83,29.2,8
10-11-2024,25.7,80,5.2,5
11-11-2024,26.3,73,8888,6.2
12-11-2024,26.5,73,0,7.5
13-11-2024,27.1,70,0,8
14-11-2024,25.3,81,0,6.7
15-11-2024,26.5,73,10.5,4.3
16-11-2024,26.7,74,0,8
17-11-2024,26.5,76,0,6.8
18-11-2024,26.5,77,17.1,4.8
19-11-2024,25.1,83,6.8,7.1
20-11-2024,26.4,80,8888,6.1
21-11-2024,26.6,74,5,6.9
22-11-2024,26.3,79,0,6.7
23-11-2024,25.5,81,1.4,4
24-11-2024,25.9,82,21.2,6.2
25-11-2024,25.7,82,12,3.5
26-11-2024,25,88,1.2,4.1
27-11-2024,25.2,86,8888,1.4
28-11-2024,24.3,89,13.9,6.5
29-11-2024,23.4,89,9.7,0
30-11-2024,24,91,16.8,0
01-12-2024,24.6,90,5,4.9
02-12-2024,24.3,86,1,0.3
03-12-2024,24.7,81,7,1.4
04-12-2024,25.1,84,9,7.7
05-12-2024,24.7,85,2,6.1
06-12-2024,23.9,90,71,5.2
07-12-2024,24.2,87,34,1.2
08-12-2024,25,86,-,1.5
09-12-2024,24.7,89,12,3.7
10-12-2024,24.9,91,6,-
11-12-2024,24.9,82,27,4
12-12-2024,24,88,-,3.3
13-12-2024,24.6,88,8,1.7
14-12-2024,23.5,91,8888,3.9
15-12-2024,24.7,89,10,2.8
16-12-2024,24.3,89,6,0.1
17-12-2024,25,84,3,0.2
18-12-2024,24.5,86,3,2
19-12-2024,26.1,78,5,3.4
20-12-2024,25.3,84,-,7.8
21-12-2024,24.5,93,45,4.3
22-12-2024,22.8,95,16,2.3
23-12-2024,24.7,88,10,-
24-12-2024,25,84,1,5.7
25-12-2024,23.3,94,9,5.8
26-12-2024,24,88,53,1.6
27-12-2024,25,79,0,0.6
28-12-2024,23.5,91,-,5.6
29-12-2024,23.1,91,11,2.2
30-12-2024,24.3,83,2,-
31-12-2024,24.6,84,5,5.7
